date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:29:41	98909/98909	---MCZ	200	added ('OK')	text/html	etag:%221825d-1uHiZLWltwL3qlwqnMZLo+tDzR4%22	https://devwork.vn/viec-lam/python	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/python.html	(from https://devwork.vn/)
17:29:42	62478/62478	---MCZ	200	added ('OK')	text/html	etag:%22f40e-f/6nfPDqd+nGmCmHYnZE0DHQ8fA%22	https://devwork.vn/viec-lam/data-engineer	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/data-engineer.html	(from https://devwork.vn/)
17:29:42	104070/104070	---MCZ	200	added ('OK')	text/html	etag:%2219686-nuLRNT42p4P8KUFulstdNWAmBUk%22	https://devwork.vn/viec-lam/11895/tester-(onsite-keang-nam)	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/11895/tester-(onsite-keang-nam).html	(from https://devwork.vn/)
17:29:43	85790/85790	---MCZ	200	added ('OK')	text/html	etag:%2214f1e-AcNA9mioEVah1q4q3jhh4V82qH8%22	https://devwork.vn/viec-lam/tester	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/tester.html	(from https://devwork.vn/)
17:29:43	120257/120257	---MCZ	200	added ('OK')	text/html	etag:%221d5c1-ypes9+Ut0vtNIQt6m/VIG1w/TUQ%22	https://devwork.vn/viec-lam/11894/thuc-tap-sinh-sales-thi-truong-nhat-ban	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/11894/thuc-tap-sinh-sales-thi-truong-nhat-ban.html	(from https://devwork.vn/)
17:29:44	21063/21063	---M--	200	added ('OK')	image/png	etag:%226203df42b196899261392fe73b7d3c48%22	https://static.devworks.jp/images/company/OGgufNjMl5owdWNVKjRHqb4cbpr8JNsvIoHAb6EH.png	C:/My%20Web%20Sites/FE-RA/static.devworks.jp/images/company/OGgufNjMl5owdWNVKjRHqb4cbpr8JNsvIoHAb6EH.png	(from https://devwork.vn/)
17:29:45	150711/150711	---MCZ	200	added ('OK')	text/html	etag:%2224cb7-enw6/Zq28JS/fiQwOKgJLOXGRLo%22	https://devwork.vn/viec-lam/sale-man	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/sale-man.html	(from https://devwork.vn/)
17:29:45	120761/120761	---MCZ	200	added ('OK')	text/html	etag:%221d7b9-8ALXlOCqKEWSbalXXiXCcanSfz4%22	https://devwork.vn/viec-lam/11893/sales-thi-truong-nhat-ban	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/11893/sales-thi-truong-nhat-ban.html	(from https://devwork.vn/)
17:29:46	109588/109588	---MCZ	200	added ('OK')	text/html	etag:%221ac14-VLCdBOxk+IBh9AQSawfxgbVKhXo%22	https://devwork.vn/viec-lam/11892/senior-android-developer-(onsite-dao-tan)-hcn	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/11892/senior-android-developer-(onsite-dao-tan)-hcn.html	(from https://devwork.vn/)
17:29:46	79826/79826	---MCZ	200	added ('OK')	text/html	etag:%22137d2-J4EfoUGWZ9/TwAf3OBeWhjXwl0Y%22	https://devwork.vn/viec-lam/android	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/android.html	(from https://devwork.vn/)
17:29:47	109561/109561	---MCZ	200	added ('OK')	text/html	etag:%221abf9-HV95TrTrDAo70mA8NofbwSkywBM%22	https://devwork.vn/viec-lam/11891/middle-android-developer-(onsite-dao-tan)-hcn	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/11891/middle-android-developer-(onsite-dao-tan)-hcn.html	(from https://devwork.vn/)
17:29:48	112417/112417	---MCZ	200	added ('OK')	text/html	etag:%221b721-jrgssGJP7aVL/8iryi7dfI0ojKQ%22	https://devwork.vn/viec-lam/11889/lap-trinh-vien-java-(middle-senior)	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/11889/lap-trinh-vien-java-(middle-senior).html	(from https://devwork.vn/)
17:29:49	105604/105604	---MCZ	200	added ('OK')	text/html	etag:%2219c84-6NooaiPu2bYeb6psZ3aEVFZwlH8%22	https://devwork.vn/viec-lam/11888/senior-php-(onsite-tan-binh)_la	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/11888/senior-php-(onsite-tan-binh)_la.html	(from https://devwork.vn/)
17:29:49	138770/138770	---MCZ	200	added ('OK')	text/html	etag:%2221e12-RjUDf2IE6MKIkhD12bq7lZrePRc%22	https://devwork.vn/viec-lam/php	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/php.html	(from https://devwork.vn/)
17:29:50	105950/105950	---MCZ	200	added ('OK')	text/html	etag:%2219dde-Dvzuw1F2iJy7VTTxZjfIQ+qP4tI%22	https://devwork.vn/viec-lam/11887/php-developer-(onsite-trung-kinh)_la	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/11887/php-developer-(onsite-trung-kinh)_la.html	(from https://devwork.vn/)
17:29:51	110187/110187	---MCZ	200	added ('OK')	text/html	etag:%221ae6b-W1dCHvU8O3ijt7EklL/SFR3gVwc%22	https://devwork.vn/viec-lam/11886/fullstack-backend-remote_la	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/11886/fullstack-backend-remote_la.html	(from https://devwork.vn/)
17:29:51	59317/59317	---MCZ	200	added ('OK')	text/html	etag:%22e7b5-1W5PG9DVNqeJcy14OlXg0dxUx8Y%22	https://devwork.vn/viec-lam/golang	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/golang.html	(from https://devwork.vn/)
17:29:52	65458/65458	---MCZ	200	added ('OK')	text/html	etag:%22ffb2-SY3LaZYztZESajHMwqe00ckHKrw%22	https://devwork.vn/viec-lam/ruby-on-rails	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/ruby-on-rails.html	(from https://devwork.vn/)
17:29:52	112943/112943	---MCZ	200	added ('OK')	text/html	etag:%221b92f-lbJCkJDoZfcTtVH9xjVjMQxtJAI%22	https://devwork.vn/viec-lam/11885/java-developer-(onsite-timecity)	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/11885/java-developer-(onsite-timecity).html	(from https://devwork.vn/)
17:29:53	111608/111608	---MCZ	200	added ('OK')	text/html	etag:%221b3f8-IshTOxRBIlTc5JUyYMpp7kqQ0Rc%22	https://devwork.vn/viec-lam/11884/se-vue.jsjava-spring-remote	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/11884/se-vue.html	(from https://devwork.vn/)
17:29:54	105447/105447	---MCZ	200	added ('OK')	text/html	etag:%2219be7-uRE+ZMU+gerI69bF49+f/1TdAb4%22	https://devwork.vn/viec-lam/11883/php-wordpress-developer-(remote)-hcn	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/11883/php-wordpress-developer-(remote)-hcn.html	(from https://devwork.vn/)
17:29:54	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2008%20Nov%202023%2010:29:53%20GMT	https://static.devworks.jp/https://static.devwork.vn/images/company/IdumXaeXarG3olGCu3dAXtf8aCw52CevpptrQwvA.jpg	C:/My%20Web%20Sites/FE-RA/static.devworks.jp/https_/static.devwork.vn/images/company/IdumXaeXarG3olGCu3dAXtf8aCw52CevpptrQwvA.jpg	(from https://devwork.vn/)
17:29:54	54079/54079	---MCZ	200	added ('OK')	text/html	etag:%22d33f-+UBte1YmyRX1yAZok7H7v4yWPN4%22	https://devwork.vn/viec-lam/wordpress	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/wordpress.html	(from https://devwork.vn/)
17:29:55	47496/47496	---MCZ	200	added ('OK')	text/html	etag:%22b988-DIlX6oeNIr/hfL+KO/KuKxzYXa8%22	https://devwork.vn/viec-lam/11880/sap-basis-consultant	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/11880/sap-basis-consultant.html	(from https://devwork.vn/)
17:29:55	3303/3303	---M--	200	added ('OK')	image/png	etag:%2265afca9e68d5eda36745d75d9b7a4cb0%22	https://static.devworks.jp/images/company/8uxfaivazYjl5oyk3XF6glHGhiunUZJTF3uEWSwn.png	C:/My%20Web%20Sites/FE-RA/static.devworks.jp/images/company/8uxfaivazYjl5oyk3XF6glHGhiunUZJTF3uEWSwn.png	(from https://devwork.vn/)
17:29:56	55337/55337	---MCZ	200	added ('OK')	text/html	etag:%22d829-5ZU9bt3N7YurlRPLfGdq7MYmX1Y%22	https://devwork.vn/viec-lam/sap	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/sap.html	(from https://devwork.vn/)
17:29:56	64921/64921	---MCZ	200	added ('OK')	text/html	etag:%22fd99-hlfVLt5T5US+gWzCD4ZU0Y6iAw0%22	https://devwork.vn/viec-lam/11861/shopify-remote-100percent	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/11861/shopify-remote-100percent.html	(from https://devwork.vn/)
17:29:57	53962/53962	---MCZ	200	added ('OK')	text/html	etag:%22d2ca-H7sDMBZJ++SlF22tvy97A0qnvqw%22	https://devwork.vn/viec-lam/shopify	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/shopify.html	(from https://devwork.vn/)
17:29:57	119731/119731	---MCZ	200	added ('OK')	text/html	etag:%221d3b3-C7evdfEznnNIVlFzyyowFUBK85Y%22	https://devwork.vn/viec-lam/11857/brse-(onsite-xuan-thuy)_la	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/11857/brse-(onsite-xuan-thuy)_la.html	(from https://devwork.vn/)
17:29:58	97051/97051	---MCZ	200	added ('OK')	text/html	etag:%2217b1b-vIpoS4JkGgBMArPizY1ibgZV4dA%22	https://devwork.vn/viec-lam/bridge-engineer	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/bridge-engineer.html	(from https://devwork.vn/)
17:29:59	112622/112622	---MCZ	200	added ('OK')	text/html	etag:%221b7ee-SfcOfOysuuAQ3xRrt2gNXWJ9iRY%22	https://devwork.vn/viec-lam/11855/ios-developer-(onsite-pham-van-dong)	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/11855/ios-developer-(onsite-pham-van-dong).html	(from https://devwork.vn/)
17:29:59	75843/75843	---MCZ	200	added ('OK')	text/html	etag:%2212843-feg3Bz/NPzgAHNOGOAEaUiXTmXw%22	https://devwork.vn/viec-lam/ios	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/ios.html	(from https://devwork.vn/)
17:30:00	74391/74391	---MCZ	200	added ('OK')	text/html	etag:%2212297-FNsape1sNkb3D/+LsCn9z0oM+Jc%22	https://devwork.vn/viec-lam/11854/senior-manager-servicenow-coe-(onsite-q1-hcm)	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/11854/senior-manager-servicenow-coe-(onsite-q1-hcm).html	(from https://devwork.vn/)
17:30:00	84347/84347	---MCZ	200	added ('OK')	text/html	etag:%221497b-zmNP1qyDifsfowFG1Z4/QalyayA%22	https://devwork.vn/viec-lam/windows-server	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/windows-server.html	(from https://devwork.vn/)
17:30:01	115521/115521	---MCZ	200	added ('OK')	text/html	etag:%221c341-AgM5AQTyVZbHuMvpA/3A7UuLs9o%22	https://devwork.vn/viec-lam/11851/hybridjp_-htmlcssjavascript	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/11851/hybridjp_-htmlcssjavascript.html	(from https://devwork.vn/)
17:30:01	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2008%20Nov%202023%2010:30:01%20GMT	https://static.devworks.jp/https://static.devworks.jp/images/company/KEaRmF5JZqenzOUcR8LsBSW7IxtYLcwbqPqpF7JY.jpg	C:/My%20Web%20Sites/FE-RA/static.devworks.jp/https_/static.devworks.jp/images/company/KEaRmF5JZqenzOUcR8LsBSW7IxtYLcwbqPqpF7JY.jpg	(from https://devwork.vn/)
17:30:02	73233/73233	---MCZ	200	added ('OK')	text/html	etag:%2211e11-vIcyV1S3MOfClUsPekIi2Er2wAs%22	https://devwork.vn/viec-lam/css3	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/css3.html	(from https://devwork.vn/)
17:30:02	78506/78506	---MCZ	200	added ('OK')	text/html	etag:%22132aa-k+J3kyySSztlmKDgI7A8kCB1YNo%22	https://devwork.vn/viec-lam/html5	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/html5.html	(from https://devwork.vn/)
17:30:03	88611/88611	---MCZ	200	added ('OK')	text/html	etag:%2215a23-8uRBmsTUeGfK6nci2hhQ5xflyO8%22	https://devwork.vn/viec-lam/javascript	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/javascript.html	(from https://devwork.vn/)
17:30:04	115360/115360	---MCZ	200	added ('OK')	text/html	etag:%221c2a0-VZJwJLjyBbsPRONWmB8gu/9bSIU%22	https://devwork.vn/viec-lam/11850/remotejp-php-javascript	C:/My%20Web%20Sites/FE-RA/devwork.vn/viec-lam/11850/remotejp-php-javascript.html	(from https://devwork.vn/)
17:30:04	191279/191279	---M--	200	added ('OK')	image/png	etag:W/%222eb2f-18b8e1ab63e%22	https://devwork.vn/_nuxt/img/feature-1.802c3cb.png	C:/My%20Web%20Sites/FE-RA/devwork.vn/_nuxt/img/feature-1.802c3cb.png	(from https://devwork.vn/)
17:30:04	114336/114336	---MCZ	200	added ('OK')	text/html	etag:%221bea0-XMky87DcRBT3b5udnVYMEzWqxsY%22	https://devwork.vn/blog/huong-dan-su-dung-he-thong-cho-hr-freelancer	C:/My%20Web%20Sites/FE-RA/devwork.vn/blog/huong-dan-su-dung-he-thong-cho-hr-freelancer.html	(from https://devwork.vn/)
17:30:05	558432/558432	---M--	200	added ('OK')	image/png	etag:%22c3da151381eccc06c824a55f388c7b81%22	https://static.devworks.jp/images/blogs/ozazdFeMloURpHvWqw0SVG5UqEMQUcWQjEYW8nu7.png	C:/My%20Web%20Sites/FE-RA/static.devworks.jp/images/blogs/ozazdFeMloURpHvWqw0SVG5UqEMQUcWQjEYW8nu7.png	(from https://devwork.vn/)
17:30:05	125748/125748	---MCZ	200	added ('OK')	text/html	etag:%221eb34-obxYjbyhdbplpa7Jw1iB29uesGg%22	https://devwork.vn/blog/nhung-cau-hoi-nen-hoi-khi-phong-van-giup-ung-vien-ghi-diem-voi-nha-tuyen-dung	C:/My%20Web%20Sites/FE-RA/devwork.vn/blog/nhung-cau-hoi-nen-hoi-khi-phong-van-giup-ung-vien-ghi-diem-voi-nha-tuyen-dung.html	(from https://devwork.vn/)
17:30:06	104379/104379	---M--	200	added ('OK')	image/jpeg	etag:%22205a4cea130f49acf061ab042e3ceaf4%22	https://static.devworks.jp/images/blogs/Un3c9E7zTWBLLCSkmBOEAUr0C1VoN31k04UPStPp.jpg	C:/My%20Web%20Sites/FE-RA/static.devworks.jp/images/blogs/Un3c9E7zTWBLLCSkmBOEAUr0C1VoN31k04UPStPp.jpg	(from https://devwork.vn/)
17:30:06	153064/153064	---MCZ	200	added ('OK')	text/html	etag:%22255e8-u8wVeW1B+Xgd97wQizy2yb/Vx1o%22	https://devwork.vn/blog/cach-chuan-bi-cho-cuoc-phong-van-qua-video-sao-cho-hieu-qua	C:/My%20Web%20Sites/FE-RA/devwork.vn/blog/cach-chuan-bi-cho-cuoc-phong-van-qua-video-sao-cho-hieu-qua.html	(from https://devwork.vn/)
17:30:07	623989/623989	---M--	200	added ('OK')	image/png	etag:%22d2b3ed58d48dee578e282043dffbae34%22	https://static.devworks.jp/images/blogs/kexgE6U9ZMRk14oRi12zS8xhLQlufYssxBLNkc3A.png	C:/My%20Web%20Sites/FE-RA/static.devworks.jp/images/blogs/kexgE6U9ZMRk14oRi12zS8xhLQlufYssxBLNkc3A.png	(from https://devwork.vn/)
17:30:07	121770/121770	---MCZ	200	added ('OK')	text/html	etag:%221dbaa-DRzj2cIax5I7ctoic9v1Nx2oOto%22	https://devwork.vn/blog/lam-the-nao-viet-bug-de-hieu-va-chat-luong	C:/My%20Web%20Sites/FE-RA/devwork.vn/blog/lam-the-nao-viet-bug-de-hieu-va-chat-luong.html	(from https://devwork.vn/)
17:30:07	507316/507316	---M--	200	added ('OK')	image/png	etag:%22bed3074d359f84e060b0fb73b90229a9%22	https://static.devworks.jp/images/blogs/fGTSdxwSpXZ93hJWQtf8Hy2zhiU3U5uG8iyfyxfB.png	C:/My%20Web%20Sites/FE-RA/static.devworks.jp/images/blogs/fGTSdxwSpXZ93hJWQtf8Hy2zhiU3U5uG8iyfyxfB.png	(from https://devwork.vn/)
17:30:07	82247/82247	---MCZ	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Nov%202023%2010:30:08%20GMT	https://devwork.vn/blog/tri-tue-nhan-tao-ai-va-nhung-ung-dung-cua-no-trong-cuoc-song	C:/My%20Web%20Sites/FE-RA/devwork.vn/blog/tri-tue-nhan-tao-ai-va-nhung-ung-dung-cua-no-trong-cuoc-song	(from https://devwork.vn/)
17:30:08	137898/137898	---M--	200	added ('OK')	image/jpeg	etag:%2287437686f32d62ab2c7e200fc70696d9%22	https://static.devworks.jp/images/blogs/qRlIbCiStZiQBxbVIi4WEYua4ZUxi9YTOxucbmhK.jpg	C:/My%20Web%20Sites/FE-RA/static.devworks.jp/images/blogs/qRlIbCiStZiQBxbVIi4WEYua4ZUxi9YTOxucbmhK.jpg	(from https://devwork.vn/)
17:30:08	74350/74350	---MCZ	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Nov%202023%2010:30:08%20GMT	https://devwork.vn/blog/nhan-5-lam-10-khon-hay-khung	C:/My%20Web%20Sites/FE-RA/devwork.vn/blog/nhan-5-lam-10-khon-hay-khung	(from https://devwork.vn/)
